城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,降价,品牌名称,子品牌名称,价格区间,经销商价格
北海,纯电动,3275,哪吒U,12.98,19.98,10,21,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
北海,纯电动,4635,欧拉好猫,12.99,17.1,11,18,240,0,欧拉,长城汽车,12.99-17.10万,12.98-17.09万
北海,纯电动,1810,风行S50 EV,13.19,15.99,12,18,17,0,东风风行,东风风行,13.19-15.99万,12.19-14.99万
北海,纯电动,4074,北京EU5,12.99,17.19,13,17,19,0,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
北海,纯电动,5008,海豚,10.28,13.08,14,16,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
北海,纯电动,4819,思皓E10X,6.99,8.09,15,14,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
北海,纯电动,3710,科莱威CLEVER,5.9999,5.9999,16,12,66,0,荣威,上汽集团,5.9999万,6.00万
北海,纯电动,3157,几何A,12.68,20.78,17,11,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
毕节,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,63,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
毕节,纯电动,1820,秦EV,12.99,16.98,2,21,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
毕节,纯电动,5859,长安Lumin,4.89,6.39,3,12,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
滨州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,328,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
滨州,纯电动,5859,长安Lumin,4.89,6.39,2,75,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
滨州,纯电动,5008,海豚,10.28,13.08,3,73,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
滨州,纯电动,5248,元PLUS,13.78,16.58,4,68,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
滨州,纯电动,1101,小蚂蚁,7.39,9.4,5,54,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
滨州,纯电动,4300,汉EV,21.48,32.98,6,44,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
滨州,纯电动,5257,QQ冰淇淋,3.99,5.752,7,41,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
滨州,纯电动,3049,秦Pro EV,14.99,20.49,8,33,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
滨州,纯电动,5093,宝骏KiWi EV,7.78,10.28,9,31,104,0,宝骏,上汽通用五菱,7.78-10.28万,6.75-9.25万
滨州,纯电动,4629,哪吒V,7.99,12.38,10,31,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
滨州,纯电动,4814,AION Y,13.76,18.98,11,20,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
滨州,纯电动,4272,零跑T03,7.95,9.65,12,16,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
滨州,纯电动,4258,ID.4 X,18.9288,28.6288,13,15,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
滨州,纯电动,4540,宋PLUS EV,18.08,19.78,14,14,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
滨州,纯电动,4224,风光E1,6.78,7.38,15,13,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
滨州,纯电动,4731,零跑C11,17.98,23.98,16,12,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
滨州,纯电动,4388,悦虎,7.18,8.28,17,12,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
滨州,纯电动,4819,思皓E10X,6.99,8.09,18,11,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
亳州,纯电动,1101,小蚂蚁,7.39,9.4,1,192,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
亳州,纯电动,5257,QQ冰淇淋,3.99,5.752,2,189,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
亳州,纯电动,4629,哪吒V,7.99,12.38,3,148,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
亳州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,4,121,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
亳州,纯电动,5008,海豚,10.28,13.08,5,90,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
亳州,纯电动,4819,思皓E10X,6.99,8.09,6,57,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
亳州,纯电动,3275,哪吒U,12.98,19.98,7,51,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
亳州,纯电动,5859,长安Lumin,4.89,6.39,8,50,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
亳州,纯电动,4272,零跑T03,7.95,9.65,9,42,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
亳州,纯电动,5248,元PLUS,13.78,16.58,10,30,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
亳州,纯电动,5015,ZEEKR 001,29.9,38.6,11,30,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
亳州,纯电动,4635,欧拉好猫,12.99,17.1,12,25,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
亳州,纯电动,1820,秦EV,12.99,16.98,13,23,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
亳州,纯电动,4300,汉EV,21.48,32.98,14,18,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
亳州,纯电动,3049,秦Pro EV,14.99,20.49,15,17,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
亳州,纯电动,1655,东风风神E70,14.28,15.38,16,17,16,0,东风风神,东风乘用车,14.28-15.38万,13.28-14.58万
亳州,纯电动,5817,几何E,8.68,10.38,17,15,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
亳州,纯电动,4388,悦虎,7.18,8.28,18,14,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
亳州,纯电动,4224,风光E1,6.78,7.38,19,14,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.37万
亳州,纯电动,3359,微蓝6,17.79,19.69,20,13,82,0,别克,上汽通用别克,17.79-19.69万,14.73-19.39万
亳州,纯电动,4814,AION Y,13.76,18.98,21,12,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
亳州,纯电动,3710,科莱威CLEVER,5.9999,5.9999,22,11,66,0,荣威,上汽集团,5.9999万,6.00万
重庆,纯电动,4363,Model Y,31.69,41.79,1,715,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
重庆,纯电动,3762,Model 3,29.0988,36.79,2,566,639,0,特斯拉,特斯拉中国,29.0988-36.79万,29.10-36.79万
重庆,纯电动,5008,海豚,10.28,13.08,3,486,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
重庆,纯电动,5306,长安深蓝SL03,16.89,69.99,4,416,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
重庆,纯电动,5248,元PLUS,13.78,16.58,5,408,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
重庆,纯电动,3049,秦Pro EV,14.99,20.49,6,328,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
重庆,纯电动,1655,东风风神E70,14.28,15.38,7,315,16,0,东风风神,东风乘用车,14.28-15.38万,13.88-14.98万
重庆,纯电动,4499,五菱宏光MINIEV,3.28,9.99,8,300,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
重庆,纯电动,5859,长安Lumin,4.89,6.39,9,287,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
重庆,纯电动,4300,汉EV,21.48,32.98,10,267,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
重庆,纯电动,5015,ZEEKR 001,29.9,38.6,11,251,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
重庆,纯电动,3101,AION S,13.98,19.16,12,212,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
重庆,纯电动,5343,问界M5,25.98,33.18,13,193,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
重庆,纯电动,5579,海豹,20.98,28.68,14,171,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
重庆,纯电动,3351,启辰D60 EV,12.98,17.88,15,169,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.88万
重庆,纯电动,5151,枫叶60s,7.98,14.98,16,165,6,0,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.98-14.98万
重庆,纯电动,1456,逸动EV,14.99,15.99,17,155,12,0,长安,长安汽车,14.99-15.99万,11.99-15.99万
重庆,纯电动,4861,奔腾NAT,14.78,16.48,18,150,3,0,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
重庆,纯电动,5850,骏行,15.98,15.98,19,149,0,0,国金汽车,国金汽车,15.98万,15.98万
重庆,纯电动,3352,小鹏P7,23.99,42.99,20,140,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
重庆,纯电动,4731,零跑C11,17.98,23.98,21,134,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
重庆,纯电动,4629,哪吒V,7.99,12.38,22,134,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
重庆,纯电动,4540,宋PLUS EV,18.08,19.78,23,133,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
重庆,纯电动,4814,AION Y,13.76,18.98,24,126,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
重庆,纯电动,1820,秦EV,12.99,16.98,25,121,34,0,比亚迪,比亚迪,12.99-16.98万,12.49-16.98万
重庆,纯电动,4635,欧拉好猫,12.99,17.1,26,109,240,0,欧拉,长城汽车,12.99-17.10万,12.99-16.50万
重庆,纯电动,3275,哪吒U,12.98,19.98,27,109,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
重庆,纯电动,735,帝豪EV,13.68,15.58,28,101,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
重庆,纯电动,4586,ID.4 CROZZ,18.73,28.73,29,98,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.53万
重庆,纯电动,4258,ID.4 X,18.9288,28.6288,30,76,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
重庆,纯电动,5257,QQ冰淇淋,3.99,5.752,31,57,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
重庆,纯电动,3077,唐EV,27.98,33.98,32,50,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
重庆,纯电动,4426,AION V,18.76,26.98,33,49,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
重庆,纯电动,3157,几何A,12.68,20.78,34,47,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
重庆,纯电动,4538,宝马iX3,39.99,43.99,35,45,251,0,宝马,华晨宝马,39.99-43.99万,35.89-43.98万
重庆,纯电动,4961,ID.6 CROZZ,25.23,33.69,36,44,195,0,大众,一汽-大众,25.23-33.69万,24.52-33.48万
重庆,纯电动,5004,小鹏P5,17.79,24.99,37,43,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
重庆,纯电动,3478,蔚来ET7,45.8,53.6,38,39,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
重庆,纯电动,4272,零跑T03,7.95,9.65,39,38,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
重庆,纯电动,5308,阿维塔 11,34.99,60,40,37,13,0,阿维塔,阿维塔科技,34.99-60.00万,34.99-60.00万
重庆,纯电动,5217,大众ID.3,14.9888,18.5288,41,37,180,0,大众,上汽大众,14.9888-18.5288万,14.99-18.23万
重庆,纯电动,5089,合创Z03,13.28,17.88,42,36,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
重庆,纯电动,4760,岚图FREE,31.36,41.99,43,35,337,0,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
重庆,纯电动,4894,ID.6 X,25.3288,33.8888,44,32,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.89万
重庆,纯电动,5817,几何E,8.68,10.38,45,28,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
重庆,纯电动,5093,宝骏KiWi EV,7.78,10.28,46,26,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
重庆,纯电动,2843,蔚来ES6,38.6,55.4,47,26,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
重庆,纯电动,5092,红旗E-QM5,12.28,20.78,48,25,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
重庆,纯电动,3710,科莱威CLEVER,5.9999,5.9999,49,24,66,0,荣威,上汽集团,5.9999万,6.00万
重庆,纯电动,2819,小鹏G3,16.89,20.19,50,24,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
重庆,纯电动,1101,小蚂蚁,7.39,9.4,51,24,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
重庆,纯电动,5322,smart精灵#1,19.42,27.9,52,21,22,0,smart,smart,19.42-27.90万,19.42-27.90万
重庆,纯电动,5152,威马E.5,16.01,19.01,53,21,50,0,威马汽车,威马汽车,16.01-19.01万,14.01-17.01万
重庆,纯电动,4870,智己L7,36.88,40.88,54,19,81,0,智己汽车,智己汽车,36.88-40.88万,36.88-40.88万
重庆,纯电动,4224,风光E1,6.78,7.38,55,19,1,0,东风风光,东风小康,6.78-7.38万,6.77-7.37万
重庆,纯电动,1810,风行S50 EV,13.19,15.99,56,17,17,0,东风风行,东风风行,13.19-15.99万,13.19-15.99万
重庆,纯电动,5819,蔚来ES7,46.8,54.8,57,16,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
重庆,纯电动,1793,菱智M5 EV,14.99,17.39,58,15,6,0,东风风行,东风风行,14.99-17.39万,14.99-17.39万
重庆,纯电动,1616,蔚来ES8,49.6,65.6,59,15,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
重庆,纯电动,475,东风小康EC36,12.98,12.98,60,15,3,0,东风小康,东风小康,12.98万,12.97万
重庆,纯电动,4380,几何C,12.98,20.78,61,14,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
重庆,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,62,13,9,0,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
重庆,纯电动,3359,微蓝6,17.79,19.69,63,13,82,0,别克,上汽通用别克,17.79-19.69万,16.03-19.39万
重庆,纯电动,1915,威马EX5,16.08,17.98,64,13,152,0,威马汽车,威马汽车,16.08-17.98万,16.08-17.98万
重庆,纯电动,5813,奔驰EQE,52.8,58.5,65,12,11,0,奔驰,北京奔驰,52.80-58.50万,52.80-58.50万
重庆,纯电动,4899,秦PLUS EV,13.88,18.08,66,12,155,0,比亚迪,比亚迪,13.88-18.08万,13.88-18.08万
重庆,纯电动,3398,威马W6,19.18,25.98,67,12,178,0,威马汽车,威马汽车,19.18-25.98万,17.18-23.98万
重庆,纯电动,4388,悦虎,7.18,8.28,68,11,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
重庆,纯电动,2986,长安欧尚A600 EV,14.98,14.98,69,11,5,0,长安凯程,长安轻型车,14.98万,14.98万
长春,纯电动,5092,红旗E-QM5,12.28,20.78,1,1602,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
长春,纯电动,4363,Model Y,31.69,41.79,2,336,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
长春,纯电动,4961,ID.6 CROZZ,25.23,33.69,3,112,195,0,大众,一汽-大众,25.23-33.69万,25.23-33.69万
长春,纯电动,5248,元PLUS,13.78,16.58,4,95,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
长春,纯电动,3762,Model 3,29.0988,36.79,5,89,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
长春,纯电动,5008,海豚,10.28,13.08,6,62,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
长春,纯电动,4499,五菱宏光MINIEV,3.28,9.99,7,61,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
长春,纯电动,5343,问界M5,25.98,33.18,8,38,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
长春,纯电动,4540,宋PLUS EV,18.08,19.78,9,30,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
长春,纯电动,4586,ID.4 CROZZ,18.73,28.73,10,25,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.73万
长春,纯电动,4300,汉EV,21.48,32.98,11,23,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
长春,纯电动,3478,蔚来ET7,45.8,53.6,12,22,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
长春,纯电动,2843,蔚来ES6,38.6,55.4,13,21,505,0,蔚来,蔚来,38.60-55.40万,38.60-55.40万
长春,纯电动,3049,秦Pro EV,14.99,20.49,14,19,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
长春,纯电动,4861,奔腾NAT,14.78,16.48,15,17,3,0,奔腾,一汽奔腾,14.78-16.48万,13.88-16.28万
长春,纯电动,5579,海豹,20.98,28.68,16,11,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
长春,纯电动,3710,科莱威CLEVER,5.9999,5.9999,17,11,66,0,荣威,上汽集团,5.9999万,6.00万
长春,纯电动,3077,唐EV,27.98,33.98,18,11,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
长沙,纯电动,4363,Model Y,31.69,41.79,1,805,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
长沙,纯电动,3762,Model 3,29.0988,36.79,2,603,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
长沙,纯电动,1655,东风风神E70,14.28,15.38,3,583,16,0,东风风神,东风乘用车,14.28-15.38万,14.28-15.38万
长沙,纯电动,5008,海豚,10.28,13.08,4,443,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
长沙,纯电动,1820,秦EV,12.99,16.98,5,340,34,0,比亚迪,比亚迪,12.99-16.98万,11.79-16.98万
长沙,纯电动,5248,元PLUS,13.78,16.58,6,277,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
长沙,纯电动,5015,ZEEKR 001,29.9,38.6,7,230,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
长沙,纯电动,4300,汉EV,21.48,32.98,8,225,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
长沙,纯电动,4499,五菱宏光MINIEV,3.28,9.99,9,216,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
长沙,纯电动,5151,枫叶60s,7.98,14.98,10,135,6,0,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.78-14.78万
长沙,纯电动,3049,秦Pro EV,14.99,20.49,11,122,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
长沙,纯电动,5579,海豹,20.98,28.68,12,111,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
长沙,纯电动,3101,AION S,13.98,19.16,13,109,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
长沙,纯电动,3157,几何A,12.68,20.78,14,102,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
长沙,纯电动,3352,小鹏P7,23.99,42.99,15,97,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
长沙,纯电动,5859,长安Lumin,4.89,6.39,16,87,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
长沙,纯电动,4814,AION Y,13.76,18.98,17,83,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
长沙,纯电动,5343,问界M5,25.98,33.18,18,81,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
长沙,纯电动,4731,零跑C11,17.98,23.98,19,79,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
长沙,纯电动,3351,启辰D60 EV,12.98,17.88,20,78,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.38万
长沙,纯电动,2843,蔚来ES6,38.6,55.4,21,77,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
长沙,纯电动,4629,哪吒V,7.99,12.38,22,64,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
长沙,纯电动,3478,蔚来ET7,45.8,53.6,23,60,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
长沙,纯电动,5257,QQ冰淇淋,3.99,5.752,24,52,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
长沙,纯电动,1101,小蚂蚁,7.39,9.4,25,49,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
长沙,纯电动,4861,奔腾NAT,14.78,16.48,26,48,3,0,奔腾,一汽奔腾,14.78-16.48万,14.78-16.48万
长沙,纯电动,5306,长安深蓝SL03,16.89,69.99,27,45,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
长沙,纯电动,5004,小鹏P5,17.79,24.99,28,44,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
长沙,纯电动,4380,几何C,12.98,20.78,29,44,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
长沙,纯电动,3077,唐EV,27.98,33.98,30,43,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
长沙,纯电动,735,帝豪EV,13.68,15.58,31,41,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
长沙,纯电动,4258,ID.4 X,18.9288,28.6288,32,40,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
长沙,纯电动,4540,宋PLUS EV,18.08,19.78,33,36,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
长沙,纯电动,1616,蔚来ES8,49.6,65.6,34,34,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
长沙,纯电动,4586,ID.4 CROZZ,18.73,28.73,35,32,347,0,大众,一汽-大众,18.73-28.73万,18.33-28.33万
长沙,纯电动,4635,欧拉好猫,12.99,17.1,36,29,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
长沙,纯电动,5217,大众ID.3,14.9888,18.5288,37,28,180,0,大众,上汽大众,14.9888-18.5288万,14.99-17.93万
长沙,纯电动,5093,宝骏KiWi EV,7.78,10.28,38,28,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
长沙,纯电动,3275,哪吒U,12.98,19.98,39,28,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
长沙,纯电动,5092,红旗E-QM5,12.28,20.78,40,27,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
长沙,纯电动,5819,蔚来ES7,46.8,54.8,41,26,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
长沙,纯电动,4538,宝马iX3,39.99,43.99,42,26,251,0,宝马,华晨宝马,39.99-43.99万,37.59-41.35万
长沙,纯电动,4224,风光E1,6.78,7.38,43,22,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
长沙,纯电动,4272,零跑T03,7.95,9.65,44,20,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
长沙,纯电动,4961,ID.6 CROZZ,25.23,33.69,45,18,195,0,大众,一汽-大众,25.23-33.69万,24.73-33.29万
长沙,纯电动,4357,蔚来EC6,39.6,55.4,46,18,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
长沙,纯电动,5152,威马E.5,16.01,19.01,47,17,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
长沙,纯电动,2819,小鹏G3,16.89,20.19,48,16,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
长沙,纯电动,5817,几何E,8.68,10.38,49,15,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
长沙,纯电动,4426,AION V,18.76,26.98,50,15,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
长沙,纯电动,5813,奔驰EQE,52.8,58.5,51,13,11,0,奔驰,北京奔驰,52.80-58.50万,52.79-58.49万
长沙,纯电动,4894,ID.6 X,25.3288,33.8888,52,13,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.89万
长沙,纯电动,3455,比亚迪e2,9.58,15.08,53,13,109,0,比亚迪,比亚迪,9.58-15.08万,9.58-14.48万
长沙,纯电动,5392,e:NP1 极湃1,17.5,21.8,54,12,3,0,本田,广汽本田,17.50-21.80万,15.50-19.80万
长沙,纯电动,4074,北京EU5,12.99,17.19,55,12,19,0,北京汽车,北京汽车,12.99-17.19万,12.89-17.19万
长沙,纯电动,3359,微蓝6,17.79,19.69,56,12,82,0,别克,上汽通用别克,17.79-19.69万,13.79-19.39万
长沙,纯电动,1810,风行S50 EV,13.19,15.99,57,12,17,0,东风风行,东风风行,13.19-15.99万,11.50-13.99万
长沙,纯电动,3075,天际ME7,23.88,26.98,58,11,22,0,天际汽车,天际汽车,23.88-26.98万,23.88-26.98万
常州,纯电动,4363,Model Y,31.69,41.79,1,538,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
常州,纯电动,3762,Model 3,29.0988,36.79,2,341,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
常州,纯电动,5008,海豚,10.28,13.08,3,234,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
常州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,4,197,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
常州,纯电动,5015,ZEEKR 001,29.9,38.6,5,114,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
常州,纯电动,4629,哪吒V,7.99,12.38,6,97,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
常州,纯电动,5859,长安Lumin,4.89,6.39,7,93,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
常州,纯电动,5248,元PLUS,13.78,16.58,8,84,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
常州,纯电动,4272,零跑T03,7.95,9.65,9,73,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
常州,纯电动,5579,海豹,20.98,28.68,10,66,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
