品牌名称,品牌ID,能源类型,车系名称,车系ID,标签,批发价,报价,官方指导价,是否享受补贴,补贴价,懂车分,车辆照片,dt
奔驰,3,纯电,Generation EQ,1761,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000f7695739975f~tplv-resize:640:0.png,2023/1/5
本田,9,纯电,本田Urban EV,1743,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000bf9ca2859347~tplv-resize:640:0.png,2023/1/5
海马,53,纯电,福美来E7,2863,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b13000046f2ee62fc34~tplv-resize:640:0.png,2023/1/5
雪铁龙,21,纯电,C-Zero,2361,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/3068f9df284661c24606cffe02141fad~tplv-resize:640:0.png,2023/1/5
华凯,128,纯电,华凯新能源,6143,,14.68-15.68万,暂无报价,14.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/479abfd3ff9b06cf02cc1a43a3d80a6e~tplv-resize:640:0.png,2023/1/5
海马,53,纯电,海马E5,2865,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef7000066b57bc8100d~tplv-resize:640:0.png,2023/1/5
奇点汽车,225,纯电,奇点T2,2903,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17675000031a6c1485e40~tplv-resize:640:0.png,2023/1/5
沃尔沃,24,纯电,360c Concept,3013,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef60000145f8985feeb~tplv-resize:640:0.png,2023/1/5
新龙马汽车,123,纯电,新龙马汽车启腾M70 EV,1739,,14.48-14.96万,暂无报价,14.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef3000098439d18fa56~tplv-resize:640:0.png,2023/1/5
斯达泰克,156,纯电,斯达泰克-Model Y,6329,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/6f0706c145d140caa905e931c136ab9b~tplv-resize:640:0.png,2023/1/5
本田,9,纯电,Sports EV Concept,1960,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef0000141e2225cb3cb~tplv-resize:640:0.png,2023/1/5
黄海,132,纯电,瑞途EV,4786,,25.98万,暂无报价,25.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/35a18e4d5245275e336438a11df7dc37~tplv-resize:640:0.png,2023/1/5
长江·EV,180,纯电,逸酷,2783,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/527ffa8d89cd4b20e94709637429ae71~tplv-resize:640:0.png,2023/1/5
塔塔,216,纯电,EVision,2724,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef00007d81bacc92a0~tplv-resize:640:0.png,2023/1/5
御捷,173,纯电,捷顺,2209,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef50000c5e441e200a1~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,ID.概念车,2118,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef2000145da874d130b~tplv-resize:640:0.png,2023/1/5
九龙,134,纯电,九龙EW5,5261,,18.88万,暂无报价,18.88万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/e349fe90dfecb8cb22703853eebd1e7c~tplv-resize:640:0.png,2023/1/5
大众,1,纯电,e-Co-Motion,2450,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef10001437dfe87fe21~tplv-resize:640:0.png,2023/1/5
申龙客车,454,纯电,申龙DST神州5号,5320,,12.38万,暂无报价,12.38万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/3624ffe2227c02b2e5990d6192d00e82~tplv-resize:640:0.png,2023/1/5
宏远汽车,418,纯电,宏远EM60,4856,,13.58万,暂无报价,13.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/e1bfb3ef22799b3c4707cb39bf3a0b0a~tplv-resize:640:0.png,2023/1/5
新龙马汽车,123,纯电,新龙马汽车启腾N50 EV,4774,,15.26-18.38万,暂无报价,15.26万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/c4e95daea01dfb20dd8514cd96faf19c~tplv-resize:640:0.png,2023/1/5
日产,10,纯电,日产IMx,1985,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/176750000396addf451ae~tplv-resize:640:0.png,2023/1/5
铃木,50,纯电,e-Survivor,1949,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000c9e9ebc56449~tplv-resize:640:0.png,2023/1/5
神州,396,纯电,DST神州5号,4785,,10.68万,暂无报价,10.68万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/3624ffe2227c02b2e5990d6192d00e82~tplv-resize:640:0.png,2023/1/5
国新新能源,506,纯电,翼刻信,6275,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/a0bf0270b93a4c1ba20b48b3dc5c3ef0~tplv-resize:640:0.png,2023/1/5
长江·EV,180,纯电,长江B级概念车,2893,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef80000189a3746e097~tplv-resize:640:0.png,2023/1/5
本田,9,纯电,NeuV,2047,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700002e9e2869a07b~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,Fine-Comfort Ride,1950,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef600001a9c50332eb6~tplv-resize:640:0.png,2023/1/5
开沃汽车,148,纯电,开沃D11 EV,1828,,24.98万,暂无报价,24.98万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef20000d7c1c4d6dff6~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EC71,5270,,16.38-17.08万,暂无报价,16.38万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/06c58201a89065c88625b7eb0da36004~tplv-resize:640:0.png,2023/1/5
金旅,133,纯电,领特EV,4660,,26.80万,暂无报价,26.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/385fc50502ff89ac0ef8b1a22808d169~tplv-resize:640:0.png,2023/1/5
恒天,127,纯电,恒好EV7,3136,,11.46万,暂无报价,11.46万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500000f38c2db9c4f~tplv-resize:640:0.png,2023/1/5
福特,7,纯电,Airstream,2540,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400006a51eed0815c~tplv-resize:640:0.png,2023/1/5
摩根,147,纯电,摩根EV3,1651,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef60000145a45774b19~tplv-resize:640:0.png,2023/1/5
英菲尼迪,29,纯电,英菲尼迪LE,2934,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef500005959678f714c~tplv-resize:640:0.png,2023/1/5
江淮,32,纯电,LSEV,2896,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef0000143f7bc4c1560~tplv-resize:640:0.png,2023/1/5
NEVS国能汽车,200,纯电,NEVS 93,1912,,暂无报价,16.98万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef000011821ae834386~tplv-resize:640:0.png,2023/1/5
北汽瑞翔,444,纯电,北汽瑞翔V2 EV,5906,,14.48-14.98万,暂无报价,14.48万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/153c054ef69500aa1898c309b1171953~tplv-resize:640:0.png,2023/1/5
思皓,235,纯电,思皓爱跑S,5396,即将上市,暂无报价,20.99-25.99万,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4bad936a681794e86a6cc5cecd02c843~tplv-resize:640:0.png,2023/1/5
开沃汽车,148,纯电,开沃D07L,6133,,12.18万,暂无报价,12.18万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/bfd5a16b04421878dadecedaecc8c009~tplv-resize:640:0.png,2023/1/5
新吉奥汽车,477,纯电,吉奥帅舰,6030,,17.58-17.88万,暂无报价,17.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/a9bec7448da75c5641aaab89e1705543~tplv-resize:640:0.png,2023/1/5
AEV ROBOTICS,256,纯电,Modular Vehicle System,3160,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/80ac66336d78be9c446b310dc972270f~tplv-resize:640:0.png,2023/1/5
Cupra,341,纯电,e-Racer,2706,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/88b4da81b52020200a501fc4a66e5338~tplv-resize:640:0.png,2023/1/5
三菱,26,纯电,三菱eX,2260,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/3d4665154f03c643377a7aa97b95ae3b~tplv-resize:640:0.png,2023/1/5
Fisker,205,纯电,EMotion,2918,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef80000671fa625d1cf~tplv-resize:640:0.png,2023/1/5
上汽大通MAXUS,108,纯电,TARANTULA,2886,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/176760000159d640a0ad4~tplv-resize:640:0.png,2023/1/5
奇点汽车,225,纯电,奇点iS6,2776,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef400000bb9e608fb30~tplv-resize:640:0.png,2023/1/5
中兴,169,纯电,小老虎EV,2242,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef600002cfde056c92b~tplv-resize:640:0.png,2023/1/5
现代,11,纯电,FE Fuel Cell,2003,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/6944f0af675b9c0c8d14865331012d3e~tplv-resize:640:0.png,2023/1/5
悠宝利,540,纯电,悠宝利A3,6207,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/b485c19d6a584d1da9560b46fcd67e91~tplv-resize:640:0.png,2023/1/5
申龙客车,454,纯电,申龙地上铁510,6072,,13.58万,暂无报价,13.58万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/d662249684f780725fedfe826c3c3755~tplv-resize:640:0.png,2023/1/5
瑞驰,198,纯电,瑞驰EC72,5354,,17.08万,暂无报价,17.08万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/fa4662b06ab19c2bd979e224a3936301~tplv-resize:640:0.png,2023/1/5
日产,10,纯电,Esflow,2364,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800002ed7477775f3~tplv-resize:640:0.png,2023/1/5
观致,58,纯电,Model K-EV,2045,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400005c8280a9c9e2~tplv-resize:640:0.png,2023/1/5
华凯,128,纯电,华凯新能源VE06,6170,,12.36-13.26万,暂无报价,12.36万,TRUE,11.46-12.36万,0,http://p1-dcd.byteimg.com/img/motor-img/4253ae67ac37f4df76bfa9f0251d7b2a~tplv-resize:640:0.png,2023/1/5
NEVS国能汽车,200,纯电,NEVS 9-3X,2915,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/47470000b4585d6492e2~tplv-resize:640:0.png,2023/1/5
长江·EV,180,纯电,长江C级概念车,2892,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/176740000667114b0cbaa~tplv-resize:640:0.png,2023/1/5
观致,58,纯电,观致MILE 1,2877,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef6000067f308640f7e~tplv-resize:640:0.png,2023/1/5
北京汽车,68,纯电,OffSpace SUIT,2914,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500002c58d5bc17d7~tplv-resize:640:0.png,2023/1/5
三菱,26,纯电,三菱CA-MiEV,2563,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef7000004d99c62c5fb~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田FCV,2286,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/47480000728a79ec335e~tplv-resize:640:0.png,2023/1/5
克莱斯勒,84,纯电,Portal,2049,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/cd77da9a17dd156489f504079719bdde~tplv-resize:640:0.png,2023/1/5
标致,61,纯电,Instinct,2007,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400000039795cff3b~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,Wonder-Capsule,1966,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/0815c4e8082f683d1abd65483928af69~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,路盛E70 EV,1837,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/88830000b2db654ab6a2~tplv-resize:640:0.png,2023/1/5
雷诺,46,纯电,TREZOR,2061,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/176750000616a7fc03afb~tplv-resize:640:0.png,2023/1/5
中兴,169,纯电,未奥BOMA,6277,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,,2023/1/5
新特汽车,234,纯电,MEV100,4158,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/2c1f59f187a80c15abfcd6d6d80d271e~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,ME.WE,2395,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400003418644e528a~tplv-resize:640:0.png,2023/1/5
北汽新能源,93,纯电,EX概念车,2191,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/0e540e76f50500ea75a77a8deb7acd0f~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田LQ,2021,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/8756d17b1b937a241c0ffdc13b41d721~tplv-resize:640:0.png,2023/1/5
卡威,138,纯电,卡威E20,1974,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef800002ef0fe396653~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,CONCEPT-爱i Ride,1944,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/176760000112eb4f74c75~tplv-resize:640:0.png,2023/1/5
长江·EV,180,纯电,长江SUV概念车,2891,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/ac9a133ca2c03697d31473184c0839c9~tplv-resize:640:0.png,2023/1/5
云度,188,纯电,云度Xπ,2256,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/8c619ae7221869afb987886f38bd956b~tplv-resize:640:0.png,2023/1/5
卡威,138,纯电,卡威E10,1973,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500002783b87bf3e9~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,路盛S5,2231,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef600005e0a5e283abf~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田RiN,2507,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef800002ecfce9cfb07~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田FT-EV,2743,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767600000779c216b697~tplv-resize:640:0.png,2023/1/5
现代,11,纯电,Blue2,2324,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500002a6224fd0463~tplv-resize:640:0.png,2023/1/5
北汽制造,78,纯电,王牌M7 EV,5887,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/66a1b465e21142cc8669385db06b1074~tplv-resize:640:0.png,2023/1/5
斯柯达,23,纯电,VISION E,2063,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767400006a2e2757620a~tplv-resize:640:0.png,2023/1/5
雪铁龙,21,纯电,E-MEHARI,2028,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/5e1940feaccf3c0ffca813e851ee6aa3~tplv-resize:640:0.png,2023/1/5
雷诺,46,纯电,EZ-GO,2722,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500001204b1cf8b8a~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田Hi-CT,2503,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef600001c9ca51a0dea~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田1X,2497,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef3000144671c1299bb~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,圣达菲2,1813,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000bf9e4db7e4c4~tplv-resize:640:0.png,2023/1/5
雷诺,46,纯电,Symbioz,1982,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/9abddd842b54a05b37efd43491081fc4~tplv-resize:640:0.png,2023/1/5
奇点汽车,225,纯电,奇点iM8,2902,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700005022fd820e9a~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,圣达菲7 EV,2899,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17674000019f88231b74c~tplv-resize:640:0.png,2023/1/5
双龙,163,纯电,双龙e-SIV,2729,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef00013ce49054d72a~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,圣达菲EV,1835,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b13000044782c0531ed~tplv-resize:640:0.png,2023/1/5
丰田,5,纯电,丰田FCV-R,2498,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/8503b79fae616d8cfb9510db2e1bb570~tplv-resize:640:0.png,2023/1/5
华泰新能源,99,纯电,圣达菲5 EV,2904,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef700006acddc9d63d2~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,好运,6343,全新车系,13.88-14.68万,暂无报价,13.88万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/97b9e3a5a7024624b526b5da66f18040~tplv-resize:640:0.png,2023/1/5
SRM鑫源,193,纯电,启运,6335,全新车系,13.58万,暂无报价,13.58万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/0e396272f599407183475e1bcfbbadd3~tplv-resize:640:0.png,2023/1/5
北汽瑞翔,444,纯电,HOEN O2,6318,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/49551a8244b543f6bcca2a40e4f9cc5c~tplv-resize:640:0.png,2023/1/5
国金汽车,191,纯电,国金全新微型车,6280,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/42b0c30e65454cb6b1ea5a90523aaa4f~tplv-resize:640:0.png,2023/1/5
黄海,132,纯电,Smile,6213,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/tos-cn-i-0000c0030/840bd41e1e95404f9c523ba547ddd7f9~tplv-resize:640:0.png,2023/1/5
SERES赛力斯,231,纯电,赛力斯A5,6210,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/c714118af91148c2bc6398effa24f295~tplv-resize:640:0.png,2023/1/5
小跑车,534,纯电,小跑车SC-01,6176,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-0000c0030/99c330c59c2742f49f526d2447ea2df6~tplv-resize:640:0.png,2023/1/5
智行盒子,484,纯电,智行盒子BM-600,5540,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b0fef77517ea829b9ccf7ca758f07091~tplv-resize:640:0.png,2023/1/5
智点汽车,465,纯电,智点K201,5399,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/729ff75c97d817d6030e01adb04d0d48~tplv-resize:640:0.png,2023/1/5
智点汽车,465,纯电,智点F101微卡,5398,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/b8f36d60dc1c7a9b5c0a4f39aa869735~tplv-resize:640:0.png,2023/1/5
智点汽车,465,纯电,智点F101微面,5397,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/428974985a99ebf7478b5e52c7d663a1~tplv-resize:640:0.png,2023/1/5
朋克汽车,420,纯电,朋克啦啦,4945,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/037eba72712598c6a37fa77586b31c1a~tplv-resize:640:0.png,2023/1/5
特斯拉,63,纯电,Cybertruck,4306,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/1555c7469b11cb88dd56418108577a89~tplv-resize:640:0.png,2023/1/5
特斯拉,63,纯电,Roadster,2339,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef10000dd22b88f8e09~tplv-resize:640:0.png,2023/1/5
长安深蓝,515,增程,长安深蓝SL03,5306,中型轿车销量NO.13,17.19-69.99万,17.98-23.18万,17.19万,FALSE,暂无报价,3.84,http://p1-dcd.byteimg.com/img/tos-cn-i-dcdx/d4b926b898314e86887526ebdecd437b~tplv-resize:640:0.png,2023/1/5
理想汽车,202,增程,理想L8,6095,中大型SUV销量NO.2,35.98-39.98万,暂无报价,35.98万,FALSE,暂无报价,4.03,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/898f22ae7f0b44978e7663c8a9a5cd78~tplv-resize:640:0.png,2023/1/5
理想汽车,202,增程,理想L9,5227,大型SUV销量NO.1,45.98万,45.00-50.00万,45.98万,FALSE,暂无报价,4.11,http://p1-dcd.byteimg.com/img/motor-img/1ec2ae612e6d51a6f589ccda842cd90d~tplv-resize:640:0.png,2023/1/5
哪吒汽车,199,增程,哪吒S,5090,,20.28-34.18万,33.80万,20.28万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/6e68d1a231974405a454fb210bed5485~tplv-resize:640:0.png,2023/1/5
AITO,483,增程,问界M5,5343,中型SUV销量NO.12,25.98-33.18万,25.00-32.00万,25.98万,FALSE,暂无报价,3.94,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/6077f0b6028c4876a38bed6d222c7431~tplv-resize:640:0.png,2023/1/5
理想汽车,202,增程,理想L7,6173,,33.98-37.98万,35.00万,33.98万,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/tos-cn-i-0000c0030/e7f5862db7304cd88ae6b9ed64b50e58~tplv-resize:640:0.png,2023/1/5
理想汽车,202,增程,理想ONE,3059,中大型SUV销量NO.20,34.98万,暂无报价,34.98万,FALSE,暂无报价,4.05,http://p1-dcd.byteimg.com/img/motor-img/23f1cc67aa1ff84f6fd97bd52a0d1892~tplv-resize:640:0.png,2023/1/5
AITO,483,增程,问界M7,5820,中大型SUV销量NO.5,31.98-37.98万,暂无报价,31.98万,FALSE,暂无报价,4.02,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/cdcac0e1b33e456890e5bfa6342f7dd7~tplv-resize:640:0.png,2023/1/5
零跑汽车,207,增程,零跑C11,4731,,18.58-23.98万,暂无报价,18.58万,FALSE,暂无报价,3.83,http://p1-dcd.byteimg.com/img/motor-img/27cf59523211c789cdc05da4019239e4~tplv-resize:640:0.png,2023/1/5
