carid,类型,page,车系,年款,车型,标题,上牌年限,公里数（万公里）,二手车售价,新车售价,详情页url,车源地,上牌时间,过户次数,上牌地,车身颜色,内饰颜色,车商名称,在售车源数,车商地址,dt
7430098,纯电20w下,86,小蚂蚁 ,2018款, 小蚂蚁400 智享版 4座,小蚂蚁 2018款 小蚂蚁400 智享版 4座,3年11个月,4万公里,4.65万,6.58万,https://www.dongchedi.com/usedcar/7430098,太原,2019年02月上牌,1次,太原,白色,深色,瑞超名车,在售车源14辆,太原市晋源区广源路万国二手车质保港7号厅,2023/01/05
6047004,纯电20w下,86,小鹏G3 ,2021款, G3i 520N,小鹏G3 2021款 G3i 520N,10个月,0.20万公里,15.90万,20.19万,https://www.dongchedi.com/usedcar/6047004,武汉,2022年03月上牌,1次,武汉,白色,深色,武汉鑫亿鸿精品车,在售车源19辆,武汉市黄陂区汉口北二手车市场W1一楼,2023/01/05
5767158,纯电20w下,86,比亚迪e2 ,2021款, 领畅版,比亚迪e2 2021款 领畅版,9个月,0.06万公里,11.90万,15.08万,https://www.dongchedi.com/usedcar/5767158,石家庄,2022年04月上牌,1次,石家庄,白色,深色,曼巴说车,在售车源20辆,石家庄西北二环交口瑞诚二手车市场二期R1厅,2023/01/05
9088894,纯电20w下,86,科莱威CLEVER ,2021款, 302km 全能版,科莱威CLEVER 2021款 302km 全能版,1年11个月,1.80万公里,4.78万,4.60万,https://www.dongchedi.com/usedcar/9088894,杭州,2021年02月上牌,0次,杭州,白色,深色,宸信汽车,在售车源29辆,余杭塘栖重阳路栖溪望府宸信汽车36号,2023/01/05
9052919,纯电20w下,86,欧拉好猫 ,2021款, 500km长续航 波塞冬版 三元锂电池,欧拉好猫 2021款 500km长续航 波塞冬版 三元锂电池,1年1个月,1.40万公里,12.58万,14.39万,https://www.dongchedi.com/usedcar/9052919,上海,2021年12月上牌,0次,上海,蓝色,深色,上海汇杰二手车,在售车源11辆,上海市松江区泗泾镇泗砖路103弄43号,2023/01/05
8961682,纯电20w下,86,欧拉好猫 ,2021款, 500km长续航 波塞冬版 三元锂电池,欧拉好猫 2021款 500km长续航 波塞冬版 三元锂电池,2年,1.86万公里,12.58万,14.39万,https://www.dongchedi.com/usedcar/8961682,上海,2021年01月上牌,0次,上海,其他,深色,上海美天迈二手车,在售车源33辆,上海市嘉定区曹安公路2883号1041室,2023/01/05
8918324,纯电20w下,86,上汽大通MAXUS EV30 ,2021款, 纯电智能物流专家长轴宁德时代 ,上汽大通MAXUS EV30 2021款 纯电智能物流专家长轴宁德时代 ,11个月,4.70万公里,8.98万,14.38万,https://www.dongchedi.com/usedcar/8918324,佛山,2022年02月上牌,0次,佛山,白色,浅色,佛山鸿奕车行,在售车源20辆,佛山市南海区桂城街道俊丰堡汽车有限公司内D区,2023/01/05
8864671,纯电20w下,86,大众ID.3 ,2022款, 纯净版,大众ID.3 2022款 纯净版,1个月,0.01万公里,13.98万,16.83万,https://www.dongchedi.com/usedcar/8864671,厦门,2022年12月上牌,0次,厦门,白色,深色,厦门速奕新能源,在售车源14辆,厦门市湖里区卢厝社23号201室,2023/01/05
8837704,纯电20w下,86,小鹏G3 ,2020款, 520 智享版,小鹏G3 2020款 520 智享版,2年4个月,6.60万公里,11.98万,17.98万,https://www.dongchedi.com/usedcar/8837704,佛山,2020年08月上牌,0次,佛山,红色,深色,佛山宇盛汽贸,在售车源20辆,佛山市南海区大沥镇谢边东西大道（桂丹路）边土名（灰炉尾）宝发公司商铺2期TH01号,2023/01/05
8759651,纯电20w下,86,瑞驰EC31 ,2019款, 厢式车标准型40.3kWh,瑞驰EC31 2019款 厢式车标准型40.3kWh,2年9个月,11.80万公里,5.00万,9.99万,https://www.dongchedi.com/usedcar/8759651,深圳,2020年04月上牌,0次,深圳,白色,浅色,深圳货运面包车,在售车源386辆,深圳市龙岗区同乐阳和路6号,2023/01/05
8672865,纯电20w下,86,元EV ,2018款, EV360 智联炫酷型,元EV 2018款 EV360 智联炫酷型,4年1个月,10万公里,5.88万,9.39万,https://www.dongchedi.com/usedcar/8672865,天津,2018年11月上牌,0次,天津,白色,深色,昊天精品二手车,在售车源13辆,天津市北辰区双口镇后丁庄加油站北侧,2023/01/05
8591112,纯电20w下,86,北汽新能源EC5 ,2019款, 新尚版,北汽新能源EC5 2019款 新尚版,3年,8.50万公里,5.98万,10.99万,https://www.dongchedi.com/usedcar/8591112,贵阳,2020年01月上牌,0次,贵阳,白色,深色,贵阳恒辉二手车行,在售车源28辆,贵州省贵阳市花溪区石板镇合朋村合朋二手车市场B6区3号,2023/01/05
8466527,纯电20w下,86,哪吒V ,2022款, Pro 行业定制版,哪吒V 2022款 Pro 行业定制版,4个月,0.30万公里,7.90万,9.99万,https://www.dongchedi.com/usedcar/8466527,台州,2022年08月上牌,0次,台州,白色,深色,台州仙居保利,在售车源10辆,浙江省台州市仙居县福应街道环北东路197号,2023/01/05
8263129,纯电20w下,86,Model 3 ,2020款, 长续航后轮驱动版,Model 3 2020款 长续航后轮驱动版,2年,4.34万公里,19.90万,36.66万,https://www.dongchedi.com/usedcar/8263129,广州,2021年01月上牌,1次,广州,红色,深色,广州金晖名车,在售车源40辆,广州市海珠区南洲北路A9,2023/01/05
8177746,纯电20w下,86,江豚 ,2022款, 江豚I号超运版国轩高科 ,江豚 2022款 江豚I号超运版国轩高科 ,3个月,0.01万公里,10.58万,13.38万,https://www.dongchedi.com/usedcar/8177746,杭州,2022年10月上牌,0次,杭州,白色,深色,杭州嘉迪,在售车源1辆,杭州市拱墅区石祥路589号汽车城A馆3楼,2023/01/05
7946481,纯电20w下,86,零跑T03 ,2020款, 400 豪华版,零跑T03 2020款 400 豪华版,2年3个月,3.40万公里,5.99万,7.58万,https://www.dongchedi.com/usedcar/7946481,台州,2020年09月上牌,0次,台州,黑色,深色,台州仙居保利,在售车源10辆,浙江省台州市仙居县福应街道环北东路197号,2023/01/05
7607754,纯电20w下,86,欧拉好猫 ,2022款, 400km标准续航 尊贵型 三元锂,欧拉好猫 2022款 400km标准续航 尊贵型 三元锂,4个月,0.01万公里,12.60万,13.79万,https://www.dongchedi.com/usedcar/7607754,郑州,2022年09月上牌,0次,郑州,绿色,深色,郑州信达二手车,在售车源51辆,河南省郑州市惠济区天河路39号迈卡名车茂一号馆,2023/01/05
7458603,纯电20w下,86,ID.4 CROZZ ,2021款, 长续航PRO两驱版,ID.4 CROZZ 2021款 长续航PRO两驱版,1年4个月,1.50万公里,17.99万,23.99万,https://www.dongchedi.com/usedcar/7458603,中山,2021年09月上牌,0次,中山,深灰色,浅色,中山鸿杰名车,在售车源11辆,中山市西区沙港西路7号鸿杰名车汇,2023/01/05
7166613,纯电20w下,86,飞凡ER6 ,2021款, 新动版 620km 智行版,飞凡ER6 2021款 新动版 620km 智行版,7个月,0.30万公里,13.58万,17.18万,https://www.dongchedi.com/usedcar/7166613,合肥,2022年06月上牌,0次,合肥,白色,深色,安徽优选车行,在售车源52辆,合肥市蜀山区信业二手车市场39号办公室,2023/01/05
6922064,纯电20w下,86,飞凡ER6 ,2021款, 新动版 620km 智行版,飞凡ER6 2021款 新动版 620km 智行版,6个月,0.01万公里,13.58万,17.18万,https://www.dongchedi.com/usedcar/6922064,合肥,2022年07月上牌,0次,合肥,白色,深色,合肥嘉信二手车行,在售车源24辆,合肥市蜀山区十里庙信业二手车市场,2023/01/05
6299773,纯电20w下,86,小鹏P7 ,2020款, 670N,小鹏P7 2020款 670N,2年,2.70万公里,20.00万,28.29万,https://www.dongchedi.com/usedcar/6299773,杭州,2021年01月上牌,1次,杭州,银灰色,深色,杭州永波名车,在售车源15辆,杭州市拱墅区汽车城B馆一楼25号,2023/01/05
6203625,纯电20w下,86,微蓝6 ,2020款, 互联时尚型 PLUS,微蓝6 2020款 互联时尚型 PLUS,1年4个月,4.50万公里,10.08万,20.03万,https://www.dongchedi.com/usedcar/6203625,台州,2021年09月上牌,1次,台州,白色,深色,玖点半二手车,在售车源38辆,浙江省台州市椒江区大环线800号,2023/01/05
6179467,纯电20w下,86,小鹏P7 ,2021款, 480G,小鹏P7 2021款 480G,1年,0.73万公里,19.95万,23.99万,https://www.dongchedi.com/usedcar/6179467,济南,2022年01月上牌,0次,济南,黑色,深色,威德路二手车,在售车源98辆,济南市历城区二环东路2709-13号,2023/01/05
9106877,纯电20w下,86,五菱宏光MINIEV ,2021款, 马卡龙臻享款 磷酸铁锂,五菱宏光MINIEV 2021款 马卡龙臻享款 磷酸铁锂,1年5个月,2.87万公里,4.18万,4.36万,https://www.dongchedi.com/usedcar/9106877,杭州,2021年08月上牌,0次,杭州,其他,浅色,淘车,在售车源125辆,杭州市拱墅区广业街122号,2023/01/05
9034072,纯电20w下,86,QQ冰淇淋 ,2022款, 圣代,QQ冰淇淋 2022款 圣代,3个月,0.01万公里,4.58万,4.99万,https://www.dongchedi.com/usedcar/9034072,黔西南,2022年10月上牌,0次,黔西南,其他,深色,兴义龙运精品二手车,在售车源13辆,贵州省黔西南州兴义市桔山街道浙兴商贸城九号地块二手车交易市场三号楼A段3-1-6,2023/01/05
8961158,纯电20w下,86,五菱宏光MINIEV ,2021款, 马卡龙时尚款 三元锂,五菱宏光MINIEV 2021款 马卡龙时尚款 三元锂,1年10个月,1.20万公里,2.98万,3.76万,https://www.dongchedi.com/usedcar/8961158,中山,2021年03月上牌,0次,中山,白色,深色,中山壹品二手车,在售车源9辆,中山市火炬开发区中山港大道105号,2023/01/05
8949939,纯电20w下,86,AION V ,2021款, Plus 70 智领版 磷酸铁锂,AION V 2021款 Plus 70 智领版 磷酸铁锂,1个月,0.01万公里,15.68万,18.76万,https://www.dongchedi.com/usedcar/8949939,深圳,2022年12月上牌,0次,深圳,银灰色,深色,骏和二手车,在售车源20辆,深圳市龙岗区荷坳长金路2号新大运车城2楼,2023/01/05
8915194,纯电20w下,86,五菱Nano EV ,2021款, 玩乐款-高功率版,五菱Nano EV 2021款 玩乐款-高功率版,10个月,0.40万公里,4.90万,5.88万,https://www.dongchedi.com/usedcar/8915194,宜昌,2022年03月上牌,0次,宜昌,香槟色,深色,宜昌大众车行,在售车源30辆,宜昌市西陵区发展大道116号,2023/01/05
8855794,纯电20w下,86,AION S ,2022款, Plus 80 科技版,AION S 2022款 Plus 80 科技版,2个月,0.01万公里,14.68万,17.58万,https://www.dongchedi.com/usedcar/8855794,深圳,2022年11月上牌,0次,深圳,白色,浅色,名桥二手车,在售车源6辆,广东省深圳市宝安区松岗镇广深路段松岗段116号A栋105,2023/01/05
8752658,纯电20w下,86,元Pro ,2021款, 一生一世版,元Pro 2021款 一生一世版,1年,3万公里,8.98万,14.27万,https://www.dongchedi.com/usedcar/8752658,温州,2022年01月上牌,0次,温州,白色,浅色,五星新能源精品二手车行,在售车源23辆,永嘉县瓯北城市新区东瓯街道五星村(永嘉县二手车交易市场内),2023/01/05
8744068,纯电20w下,86,小鹏G3 ,2020款, 520i 智享版,小鹏G3 2020款 520i 智享版,1年10个月,2.98万公里,12.98万,18.28万,https://www.dongchedi.com/usedcar/8744068,北京,2021年03月上牌,0次,北京,蓝色,深色,车多多二手车大卖场,在售车源30辆,北京市朝阳区双桥中路12号院电子城·数字新媒体创新产业园(南门),2023/01/05
8622885,纯电20w下,86,海豚 ,2021款, 骑士版,海豚 2021款 骑士版,11个月,0.31万公里,11.98万,13.08万,https://www.dongchedi.com/usedcar/8622885,许昌,2022年02月上牌,0次,许昌,其他,浅色,许昌淘车二手车,在售车源77辆,河南省许昌市魏都区文兴路许昌育才中学西北侧约50米,2023/01/05
8458110,纯电20w下,86,小蚂蚁 ,2018款, 小蚂蚁400 智享版 4座,小蚂蚁 2018款 小蚂蚁400 智享版 4座,4年3个月,7.90万公里,4.68万,6.58万,https://www.dongchedi.com/usedcar/8458110,潍坊,2018年10月上牌,1次,潍坊,白色,浅色,潍坊恒海车行,在售车源51辆,潍坊市奎文区德嘉二手车市场恒海车行,2023/01/05
8425647,纯电20w下,86,欧拉黑猫 ,2021款, 351km 豪华型,欧拉黑猫 2021款 351km 豪华型,1年11个月,3.10万公里,6.98万,7.98万,https://www.dongchedi.com/usedcar/8425647,柳州,2021年02月上牌,0次,柳州,橙色,深色,柳州市宏达车行,在售车源18辆,柳州市柳南区柳工大道66号银翔二手车市场1-12栋25-28号,2023/01/05
8311731,纯电20w下,86,科莱威CLEVER ,2020款, 都市风尚版,科莱威CLEVER 2020款 都市风尚版,2年5个月,2.80万公里,4.76万,6.00万,https://www.dongchedi.com/usedcar/8311731,上海,2020年07月上牌,0次,上海,白色,深色,上海姬车二手车,在售车源26辆,上海市嘉定区爱特路361号,2023/01/05
8205497,纯电20w下,86,ID.4 X ,2021款, Pro 极智长续航版,ID.4 X 2021款 Pro 极智长续航版,1年9个月,2万公里,16.80万,23.59万,https://www.dongchedi.com/usedcar/8205497,深圳,2021年03月上牌,1次,深圳,蓝色,深色,特宝新能源,在售车源17辆,深圳市南山区中心路与科苑南路交汇处翡翠名仕A1,2023/01/05
8072904,纯电20w下,86,威马E.5 ,2021款, 500 即客行,威马E.5 2021款 500 即客行,1年2个月,3万公里,9.98万,17.01万,https://www.dongchedi.com/usedcar/8072904,合肥,2021年11月上牌,0次,合肥,白色,深色,合肥嘉信二手车行,在售车源24辆,合肥市蜀山区十里庙信业二手车市场,2023/01/05
8023835,纯电20w下,86,欧拉黑猫 ,2021款, 351km 豪华型,欧拉黑猫 2021款 351km 豪华型,1年4个月,1.70万公里,6.98万,7.98万,https://www.dongchedi.com/usedcar/8023835,广州,2021年08月上牌,0次,广州,红色,浅色,星途汽车,在售车源7辆,广州市海珠区新滘中路199号广骏名车汇二场2楼F1,2023/01/05
7631891,纯电20w下,86,帝豪GSe ,2020款, 600 领尚型,帝豪GSe 2020款 600 领尚型,1年5个月,0.01万公里,10.88万,13.69万,https://www.dongchedi.com/usedcar/7631891,台州,2021年08月上牌,1次,台州,白色,深色,玖点半二手车,在售车源38辆,浙江省台州市椒江区大环线800号,2023/01/05
5869116,纯电20w下,86,元EV ,2018款, EV360 智联炫酷型,元EV 2018款 EV360 智联炫酷型,4年2个月,8.40万公里,5.90万,9.39万,https://www.dongchedi.com/usedcar/5869116,青岛,2018年11月上牌,1次,青岛,白色,深色,李沧区诚信二手车,在售车源17辆,山东省青岛市李沧区虎山路202号诚信二手车,2023/01/05
9105381,纯电20w下,86,欧拉好猫 ,2021款, 400km标准续航 维纳斯版 三元锂电池,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂电池,1年5个月,1.20万公里,11.88万,11.39万,https://www.dongchedi.com/usedcar/9105381,郑州,2021年08月上牌,1次,郑州,橙色,浅色,民信二手车,在售车源68辆,郑州市迈卡二手车市场,2023/01/05
9043189,纯电20w下,86,秦PLUS EV ,2021款, 400KM 豪华型,秦PLUS EV 2021款 400KM 豪华型,1年2个月,1.20万公里,12.20万,14.18万,https://www.dongchedi.com/usedcar/9043189,上海,2021年10月上牌,0次,上海,红色,深色,上海佳悦二手车,在售车源16辆,上海市康桥东路1号,2023/01/05
9032275,纯电20w下,86,零跑T03 ,2020款, 400 豪华版,零跑T03 2020款 400 豪华版,2年4个月,2.50万公里,6.98万,7.58万,https://www.dongchedi.com/usedcar/9032275,湖州,2020年09月上牌,0次,湖州,白色,深色,湖州广豪新能源汽车城,在售车源23辆,湖州市吴兴区环渚路与蜀山路交叉口,2023/01/05
8981469,纯电20w下,86,零跑C11 ,2022款, 行政版510,零跑C11 2022款 行政版510,7个月,0.79万公里,18.28万,19.88万,https://www.dongchedi.com/usedcar/8981469,厦门,2022年06月上牌,0次,厦门,深灰色,深色,圣丰车库,在售车源12辆,厦门市湖里区仙岳路2179号B栋厦寓金山别院,2023/01/05
9043189,纯电20w下,87,秦PLUS EV ,2021款, 400KM 豪华型,秦PLUS EV 2021款 400KM 豪华型,1年2个月,1.20万公里,12.20万,14.18万,https://www.dongchedi.com/usedcar/9043189,上海,2021年10月上牌,0次,上海,红色,深色,上海佳悦二手车,在售车源16辆,上海市康桥东路1号,2023/01/05
9032275,纯电20w下,87,零跑T03 ,2020款, 400 豪华版,零跑T03 2020款 400 豪华版,2年4个月,2.50万公里,6.98万,7.58万,https://www.dongchedi.com/usedcar/9032275,湖州,2020年09月上牌,0次,湖州,白色,深色,湖州广豪新能源汽车城,在售车源23辆,湖州市吴兴区环渚路与蜀山路交叉口,2023/01/05
8981469,纯电20w下,87,零跑C11 ,2022款, 行政版510,零跑C11 2022款 行政版510,7个月,0.79万公里,18.28万,19.88万,https://www.dongchedi.com/usedcar/8981469,厦门,2022年06月上牌,0次,厦门,深灰色,深色,圣丰车库,在售车源12辆,厦门市湖里区仙岳路2179号B栋厦寓金山别院,2023/01/05
8976408,纯电20w下,87,五菱EV50 ,2021款, 厢式物流车博创鹏辉43.2kWh汇川2代电控,五菱EV50 2021款 厢式物流车博创鹏辉43.2kWh汇川2代电控,1年11个月,5.80万公里,6.45万,12.68万,https://www.dongchedi.com/usedcar/8976408,泉州,2021年02月上牌,0次,泉州,银灰色,深色,泉州晋江群林名车汇,在售车源16辆,福建省泉州市晋江市永和镇茵边村西新区78号,2023/01/05
8973166,纯电20w下,87,宝骏KiWi EV ,2021款, 艺术家 三元锂,宝骏KiWi EV 2021款 艺术家 三元锂,11个月,1.60万公里,6.90万,8.68万,https://www.dongchedi.com/usedcar/8973166,无锡,2022年01月上牌,0次,无锡,黑色,深色,无锡金蚁二手车,在售车源24辆,无锡市新吴区城南路32号北区A1区展厅,2023/01/05
8957191,纯电20w下,87,花仙子 ,2021款, 集美版时尚型,花仙子 2021款 集美版时尚型,1年1个月,1.80万公里,5.88万,6.69万,https://www.dongchedi.com/usedcar/8957191,泉州,2021年12月上牌,0次,泉州,绿色,深色,泉州桔子二手车,在售车源56辆,福建省泉州市鲤城区南环路1660号,2023/01/05
8902029,纯电20w下,87,欧拉黑猫 ,2019款, 351km 灵睿版,欧拉黑猫 2019款 351km 灵睿版,3年9个月,4.60万公里,5.88万,7.78万,https://www.dongchedi.com/usedcar/8902029,石家庄,2019年03月上牌,1次,石家庄,蓝色,浅色,锦江山国际名车,在售车源7辆,石家庄市北二环西路228号,2023/01/05
8737290,纯电20w下,87,荣威Ei5 ,2019款, 智联旗舰版,荣威Ei5 2019款 智联旗舰版,3年4个月,6.90万公里,9.38万,14.88万,https://www.dongchedi.com/usedcar/8737290,上海,2019年08月上牌,0次,上海,红色,深色,上海朵能二手车,在售车源10辆,上海市嘉定区江桥镇爱特路379-2号二手车,2023/01/05
8733221,纯电20w下,87,哪吒N01 ,2020款, 430e,哪吒N01 2020款 430e,2年2个月,3万公里,5.88万,7.39万,https://www.dongchedi.com/usedcar/8733221,成都,2020年11月上牌,1次,成都,蓝色,深色,时代好车,在售车源34辆,成都市双流区珠江路600号 喆啡酒店旁,2023/01/05
